timestamp,gps_lat,gps_long,power_kwh,vibration_hz,temp_c,humidity_pct,reported_co2_ppm,label,Status Note
1673100000,34.0522,-118.2437,445.4,53.5,23.3,46.2,1244.0,0,Normal - Physics Aligned
1673100900,34.0522,-118.2437,525.6,60.5,18.6,54.2,1340.0,0,Normal - Physics Aligned
1673101800,34.0522,-118.2437,423.8,50.8,22.7,47.5,1217.0,0,Normal - Physics Aligned
1673102700,34.0522,-118.2437,478.5,57.1,25.2,38.1,1265.0,0,Normal - Physics Aligned
1673103600,34.0522,-118.2437,430.7,51.9,25.0,43.1,1224.0,0,Normal - Physics Aligned
1673104500,34.0522,-118.2437,453.9,58.2,18.7,55.5,1259.0,0,Normal - Physics Aligned
1673105400,34.0522,-118.2437,426.8,51.6,26.9,39.8,1213.0,0,Normal - Physics Aligned
1673106300,34.0522,-118.2437,460.3,55.9,25.1,43.0,1259.0,0,Normal - Physics Aligned
1673107200,34.0522,-118.2437,451.1,54.3,24.4,44.6,1251.0,0,Normal - Physics Aligned
1673108100,34.0522,-118.2437,478.7,55.1,24.5,44.6,1281.0,0,Normal - Physics Aligned
1673109000,34.0522,-118.2437,472.4,56.8,26.5,40.1,1266.0,0,Normal - Physics Aligned
1673109900,34.0522,-118.2437,431.4,51.0,24.3,44.2,1200.0,0,Normal - Physics Aligned
1673110800,34.0522,-118.2437,428.8,50.4,25.5,41.0,1202.0,0,Normal - Physics Aligned
1673111700,34.0522,-118.2437,477.1,57.8,26.4,40.4,1288.0,0,Normal - Physics Aligned
1673112600,34.0522,-118.2437,434.8,50.0,20.3,52.0,1223.0,0,Normal - Physics Aligned
1673113500,34.0522,-118.2437,421.4,52.5,23.4,47.5,1231.0,0,Normal - Physics Aligned
1673114400,34.0522,-118.2437,476.7,57.5,26.6,40.1,1269.0,0,Normal - Physics Aligned
1673115300,34.0522,-118.2437,449.0,57.2,27.4,39.9,1250.0,0,Normal - Physics Aligned
1673116200,34.0522,-118.2437,445.8,53.7,26.3,39.9,1255.0,0,Normal - Physics Aligned
1673117100,34.0522,-118.2437,457.9,52.5,23.4,45.3,1242.0,0,Normal - Physics Aligned
1673118000,34.0522,-118.2437,448.4,53.8,26.3,40.1,1236.0,0,Normal - Physics Aligned
1673118900,34.0522,-118.2437,495.9,62.0,21.6,47.6,1303.0,0,Normal - Physics Aligned
1673119800,34.0522,-118.2437,410.5,50.3,22.9,48.3,1217.0,0,Normal - Physics Aligned
1673120700,34.0522,-118.2437,446.1,57.6,20.2,50.9,1234.0,0,Normal - Physics Aligned
1673121600,34.0522,-118.2437,439.8,54.1,25.0,43.3,1227.0,0,Normal - Physics Aligned
1673122500,34.0522,-118.2437,437.8,53.6,28.1,38.4,1253.0,0,Normal - Physics Aligned
1673123400,34.0522,-118.2437,455.4,56.5,23.2,46.9,1261.0,0,Normal - Physics Aligned
1673124300,34.0522,-118.2437,448.3,54.3,21.9,48.9,1254.0,0,Normal - Physics Aligned
1673125200,34.0522,-118.2437,437.2,54.4,23.9,44.8,1229.0,0,Normal - Physics Aligned
1673126100,34.0522,-118.2437,461.4,55.9,22.2,49.7,1270.0,0,Normal - Physics Aligned
1673127000,34.0522,-118.2437,432.5,54.5,22.0,47.4,1222.0,0,Normal - Physics Aligned
1673127900,34.0522,-118.2437,417.7,50.2,26.8,52.4,406.0,1,Anomaly - Sensor Bagged
1673128800,34.0522,-118.2437,480.7,61.7,24.0,46.8,1315.0,0,Normal - Physics Aligned
1673129700,34.0522,-118.2437,436.8,55.5,23.3,47.4,1251.0,0,Normal - Physics Aligned
1673130600,36.1627,-115.1398,449.2,52.9,20.9,27.1,412.0,1,Anomaly - Location Spoof
1673131500,36.1627,-115.1398,479.8,56.2,21.1,29.7,412.0,1,Anomaly - Location Spoof
1673132400,34.0522,-118.2437,476.9,58.4,24.8,50.8,408.0,1,Anomaly - Sensor Bagged
1673133300,34.0522,-118.2437,423.2,50.3,22.6,45.0,408.0,1,Anomaly - Sensor Bagged
1673134200,34.0522,-118.2437,442.7,56.6,25.0,44.3,1250.0,0,Normal - Physics Aligned
1673135100,34.0522,-118.2437,488.6,57.8,23.3,45.5,1286.0,0,Normal - Physics Aligned
1673136000,34.0522,-118.2437,467.5,56.2,23.3,46.1,1271.0,0,Normal - Physics Aligned
1673136900,34.0522,-118.2437,457.3,58.7,24.9,44.7,1271.0,0,Normal - Physics Aligned
1673137800,34.0522,-118.2437,435.1,54.9,23.4,46.8,1235.0,0,Normal - Physics Aligned
1673138700,34.0522,-118.2437,417.9,53.6,24.3,44.4,1208.0,0,Normal - Physics Aligned
1673139600,34.0522,-118.2437,455.3,53.4,22.9,45.5,1238.0,0,Normal - Physics Aligned
1673140500,34.0522,-118.2437,442.5,54.5,26.1,41.1,1237.0,0,Normal - Physics Aligned
1673141400,36.1627,-115.1398,476.3,57.4,20.9,28.1,395.0,1,Anomaly - Location Spoof
1673142300,34.0522,-118.2437,459.7,56.4,24.2,43.2,1264.0,0,Normal - Physics Aligned
1673143200,34.0522,-118.2437,472.2,56.8,22.4,49.8,1291.0,0,Normal - Physics Aligned
1673144100,34.0522,-118.2437,465.6,58.0,23.1,48.9,1290.0,0,Normal - Physics Aligned
1673145000,36.1627,-115.1398,461.1,56.6,20.5,28.2,402.0,1,Anomaly - Location Spoof
1673145900,34.0522,-118.2437,411.2,47.1,31.1,44.0,405.0,1,Anomaly - Sensor Bagged
1673146800,34.0522,-118.2437,442.4,54.2,21.2,50.0,1233.0,0,Normal - Physics Aligned
1673147700,34.0522,-118.2437,440.6,53.3,19.3,55.6,1253.0,0,Normal - Physics Aligned
1673148600,34.0522,-118.2437,432.1,50.7,21.8,47.2,1211.0,0,Normal - Physics Aligned
1673149500,34.0522,-118.2437,460.1,54.5,23.5,45.3,1252.0,0,Normal - Physics Aligned
1673150400,34.0522,-118.2437,460.5,57.8,19.7,52.8,1274.0,0,Normal - Physics Aligned
1673151300,34.0522,-118.2437,443.1,55.5,22.2,49.2,1249.0,0,Normal - Physics Aligned
1673152200,34.0522,-118.2437,447.4,55.9,21.1,49.6,1234.0,0,Normal - Physics Aligned
1673153100,34.0522,-118.2437,470.7,55.7,26.7,48.4,398.0,1,Anomaly - Sensor Bagged
1673154000,34.0522,-118.2437,454.5,55.1,22.2,48.4,1261.0,0,Normal - Physics Aligned
1673154900,34.0522,-118.2437,432.7,51.7,26.1,40.4,1215.0,0,Normal - Physics Aligned
1673155800,34.0522,-118.2437,451.8,55.8,24.6,43.9,1256.0,0,Normal - Physics Aligned
1673156700,34.0522,-118.2437,438.8,54.9,26.1,40.2,1230.0,0,Normal - Physics Aligned
1673157600,34.0522,-118.2437,444.7,55.8,27.6,36.8,1237.0,0,Normal - Physics Aligned
1673158500,34.0522,-118.2437,445.8,53.7,23.5,45.4,1245.0,0,Normal - Physics Aligned
1673159400,34.0522,-118.2437,467.4,62.2,21.2,50.9,1296.0,0,Normal - Physics Aligned
1673160300,34.0522,-118.2437,451.9,55.8,24.1,43.1,1248.0,0,Normal - Physics Aligned
1673161200,34.0522,-118.2437,436.2,53.7,22.3,48.1,1222.0,0,Normal - Physics Aligned
1673162100,34.0522,-118.2437,443.9,53.5,20.0,54.4,1240.0,0,Normal - Physics Aligned
1673163000,34.0522,-118.2437,418.9,53.0,24.9,42.7,1209.0,0,Normal - Physics Aligned
1673163900,34.0522,-118.2437,440.9,51.9,21.2,46.6,391.0,1,Anomaly - Sensor Bagged
1673164800,34.0522,-118.2437,425.7,52.2,20.6,51.4,1217.0,0,Normal - Physics Aligned
1673165700,34.0522,-118.2437,432.3,53.0,28.0,37.0,1219.0,0,Normal - Physics Aligned
1673166600,34.0522,-118.2437,465.7,54.8,24.0,44.3,1267.0,0,Normal - Physics Aligned
1673167500,34.0522,-118.2437,429.8,54.5,27.2,39.0,1218.0,0,Normal - Physics Aligned
1673168400,36.1627,-115.1398,463.8,57.2,20.7,30.4,410.0,1,Anomaly - Location Spoof
1673169300,34.0522,-118.2437,464.3,58.3,24.1,43.8,1275.0,0,Normal - Physics Aligned
1673170200,34.0522,-118.2437,416.9,49.6,24.1,44.2,1192.0,0,Normal - Physics Aligned
1673171100,34.0522,-118.2437,429.2,52.0,23.0,44.8,1198.0,0,Normal - Physics Aligned
1673172000,36.1627,-115.1398,443.6,56.7,20.4,30.2,405.0,1,Anomaly - Location Spoof
1673172900,34.0522,-118.2437,427.3,50.9,24.4,47.3,406.0,1,Anomaly - Sensor Bagged
1673173800,34.0522,-118.2437,451.9,57.1,23.5,44.7,1247.0,0,Normal - Physics Aligned
1673174700,34.0522,-118.2437,427.2,49.3,24.9,42.1,1193.0,0,Normal - Physics Aligned
1673175600,34.0522,-118.2437,450.4,55.3,24.3,44.9,1246.0,0,Normal - Physics Aligned
1673176500,34.0522,-118.2437,468.6,59.7,23.7,45.5,1288.0,0,Normal - Physics Aligned
1673177400,34.0522,-118.2437,453.2,53.6,22.6,47.7,1247.0,0,Normal - Physics Aligned
1673178300,34.0522,-118.2437,452.9,53.0,25.1,42.8,1237.0,0,Normal - Physics Aligned
1673179200,34.0522,-118.2437,427.5,55.2,26.8,40.4,1241.0,0,Normal - Physics Aligned
1673180100,34.0522,-118.2437,453.2,56.1,23.2,47.2,1253.0,0,Normal - Physics Aligned
1673181000,36.1627,-115.1398,481.7,59.9,21.7,30.1,403.0,1,Anomaly - Location Spoof
1673181900,34.0522,-118.2437,466.9,58.6,22.8,47.1,1284.0,0,Normal - Physics Aligned
1673182800,34.0522,-118.2437,480.4,57.4,26.2,41.6,1285.0,0,Normal - Physics Aligned
1673183700,34.0522,-118.2437,434.2,50.5,22.4,49.4,1234.0,0,Normal - Physics Aligned
1673184600,34.0522,-118.2437,440.3,56.0,26.1,40.4,1248.0,0,Normal - Physics Aligned
1673185500,36.1627,-115.1398,435.7,49.4,20.7,31.8,394.0,1,Anomaly - Location Spoof
1673186400,34.0522,-118.2437,422.3,50.9,23.7,46.0,1208.0,0,Normal - Physics Aligned
1673187300,34.0522,-118.2437,418.1,51.4,25.0,43.6,1204.0,0,Normal - Physics Aligned
1673188200,34.0522,-118.2437,432.8,53.9,24.8,50.9,393.0,1,Anomaly - Sensor Bagged
1673189100,36.1627,-115.1398,400.6,48.0,21.1,31.4,412.0,1,Anomaly - Location Spoof
1673190000,34.0522,-118.2437,412.1,52.7,23.4,46.4,1213.0,0,Normal - Physics Aligned
1673190900,34.0522,-118.2437,431.0,52.4,24.1,46.6,1235.0,0,Normal - Physics Aligned
1673191800,34.0522,-118.2437,430.3,53.9,22.3,48.9,1235.0,0,Normal - Physics Aligned
1673192700,34.0522,-118.2437,471.4,59.2,22.2,49.1,1294.0,0,Normal - Physics Aligned
1673193600,34.0522,-118.2437,459.5,55.4,27.5,39.2,1265.0,0,Normal - Physics Aligned
1673194500,34.0522,-118.2437,484.9,55.1,23.7,45.0,1272.0,0,Normal - Physics Aligned
1673195400,34.0522,-118.2437,426.7,49.1,26.9,40.7,1209.0,0,Normal - Physics Aligned
1673196300,34.0522,-118.2437,456.4,58.2,20.8,51.2,1250.0,0,Normal - Physics Aligned
1673197200,34.0522,-118.2437,464.8,56.4,23.0,46.4,1261.0,0,Normal - Physics Aligned
1673198100,34.0522,-118.2437,467.0,57.9,22.4,44.7,1259.0,0,Normal - Physics Aligned
1673199000,34.0522,-118.2437,451.5,53.7,25.4,42.1,1232.0,0,Normal - Physics Aligned
1673199900,34.0522,-118.2437,495.3,63.0,23.9,45.4,1322.0,0,Normal - Physics Aligned
1673200800,34.0522,-118.2437,463.2,56.3,25.4,41.3,1258.0,0,Normal - Physics Aligned
1673201700,34.0522,-118.2437,461.9,58.9,24.3,41.8,1252.0,0,Normal - Physics Aligned
1673202600,34.0522,-118.2437,440.6,51.6,23.6,44.5,1227.0,0,Normal - Physics Aligned
1673203500,34.0522,-118.2437,461.0,55.1,25.2,43.7,1265.0,0,Normal - Physics Aligned
1673204400,34.0522,-118.2437,456.1,58.7,26.1,41.4,1277.0,0,Normal - Physics Aligned
1673205300,34.0522,-118.2437,471.4,58.0,22.8,47.8,1291.0,0,Normal - Physics Aligned
1673206200,34.0522,-118.2437,494.5,60.6,29.8,34.1,1318.0,0,Normal - Physics Aligned
1673207100,34.0522,-118.2437,453.8,55.8,24.8,43.2,1247.0,0,Normal - Physics Aligned
1673208000,34.0522,-118.2437,468.6,55.1,24.0,45.7,1270.0,0,Normal - Physics Aligned
1673208900,34.0522,-118.2437,457.2,56.4,24.4,44.6,1254.0,0,Normal - Physics Aligned
1673209800,34.0522,-118.2437,453.7,55.8,24.5,45.1,1267.0,0,Normal - Physics Aligned
1673210700,34.0522,-118.2437,457.4,56.7,25.7,41.5,1260.0,0,Normal - Physics Aligned
1673211600,34.0522,-118.2437,437.1,56.7,25.3,42.5,1233.0,0,Normal - Physics Aligned
1673212500,34.0522,-118.2437,478.5,58.9,25.2,43.2,1295.0,0,Normal - Physics Aligned
1673213400,34.0522,-118.2437,469.1,58.3,19.7,53.4,1278.0,0,Normal - Physics Aligned
1673214300,34.0522,-118.2437,483.1,62.2,22.7,47.0,1297.0,0,Normal - Physics Aligned
1673215200,34.0522,-118.2437,473.8,58.9,27.2,39.6,1277.0,0,Normal - Physics Aligned
1673216100,34.0522,-118.2437,471.0,57.7,22.5,47.2,1274.0,0,Normal - Physics Aligned
1673217000,34.0522,-118.2437,432.8,52.6,20.7,48.2,1209.0,0,Normal - Physics Aligned
1673217900,34.0522,-118.2437,438.5,52.1,23.9,46.0,1230.0,0,Normal - Physics Aligned
1673218800,34.0522,-118.2437,442.6,53.6,22.3,49.2,1239.0,0,Normal - Physics Aligned
1673219700,34.0522,-118.2437,449.0,56.6,22.1,50.0,1279.0,0,Normal - Physics Aligned
1673220600,34.0522,-118.2437,436.2,49.5,21.8,49.4,1220.0,0,Normal - Physics Aligned
1673221500,34.0522,-118.2437,477.7,57.3,23.3,46.9,1293.0,0,Normal - Physics Aligned
1673222400,34.0522,-118.2437,471.2,60.6,21.8,49.1,1288.0,0,Normal - Physics Aligned
1673223300,34.0522,-118.2437,418.3,48.2,25.3,42.2,1199.0,0,Normal - Physics Aligned
1673224200,36.1627,-115.1398,455.8,58.3,20.8,28.0,412.0,1,Anomaly - Location Spoof
1673225100,34.0522,-118.2437,425.1,50.2,27.0,39.3,1216.0,0,Normal - Physics Aligned
1673226000,34.0522,-118.2437,436.4,56.1,23.3,50.0,412.0,1,Anomaly - Sensor Bagged
1673226900,34.0522,-118.2437,462.1,57.3,25.2,42.6,1260.0,0,Normal - Physics Aligned
1673227800,34.0522,-118.2437,427.2,48.7,22.0,48.8,1211.0,0,Normal - Physics Aligned
1673228700,34.0522,-118.2437,444.4,52.1,26.5,41.9,1245.0,0,Normal - Physics Aligned
1673229600,34.0522,-118.2437,437.2,52.2,25.9,44.4,419.0,1,Anomaly - Sensor Bagged
1673230500,34.0522,-118.2437,458.9,56.8,25.3,43.5,1263.0,0,Normal - Physics Aligned
1673231400,34.0522,-118.2437,422.4,48.0,24.6,43.9,1204.0,0,Normal - Physics Aligned
1673232300,34.0522,-118.2437,423.0,49.6,21.9,49.7,1212.0,0,Normal - Physics Aligned
1673233200,34.0522,-118.2437,460.3,56.4,21.7,49.3,1257.0,0,Normal - Physics Aligned
1673234100,34.0522,-118.2437,418.3,53.8,21.4,50.5,1220.0,0,Normal - Physics Aligned
1673235000,34.0522,-118.2437,474.5,56.1,31.2,31.9,1283.0,0,Normal - Physics Aligned
1673235900,34.0522,-118.2437,437.2,51.9,23.1,45.6,1219.0,0,Normal - Physics Aligned
1673236800,34.0522,-118.2437,467.8,55.1,21.8,48.5,1261.0,0,Normal - Physics Aligned
1673237700,36.1627,-115.1398,448.2,54.2,20.0,28.1,414.0,1,Anomaly - Location Spoof
1673238600,34.0522,-118.2437,438.5,50.8,23.2,47.1,1224.0,0,Normal - Physics Aligned
1673239500,34.0522,-118.2437,465.8,54.6,24.4,45.8,400.0,1,Anomaly - Sensor Bagged
1673240400,34.0522,-118.2437,415.4,51.6,21.3,50.1,1200.0,0,Normal - Physics Aligned
1673241300,34.0522,-118.2437,493.6,56.1,27.2,39.4,1295.0,0,Normal - Physics Aligned
1673242200,34.0522,-118.2437,443.5,56.9,24.0,45.9,1262.0,0,Normal - Physics Aligned
1673243100,34.0522,-118.2437,430.5,55.5,22.6,47.4,1227.0,0,Normal - Physics Aligned
1673244000,34.0522,-118.2437,479.9,58.7,24.1,43.5,1280.0,0,Normal - Physics Aligned
1673244900,34.0522,-118.2437,465.4,58.8,24.4,45.0,1289.0,0,Normal - Physics Aligned
1673245800,34.0522,-118.2437,451.5,56.5,22.2,48.1,1254.0,0,Normal - Physics Aligned
1673246700,34.0522,-118.2437,470.1,58.7,21.1,49.6,1285.0,0,Normal - Physics Aligned
1673247600,34.0522,-118.2437,449.5,54.1,23.1,43.4,402.0,1,Anomaly - Sensor Bagged
1673248500,34.0522,-118.2437,444.5,53.7,23.3,47.8,1240.0,0,Normal - Physics Aligned
1673249400,34.0522,-118.2437,443.6,56.4,24.4,46.1,1265.0,0,Normal - Physics Aligned
1673250300,34.0522,-118.2437,472.4,56.5,23.0,47.0,405.0,1,Anomaly - Sensor Bagged
1673251200,34.0522,-118.2437,456.9,54.2,23.3,47.1,1260.0,0,Normal - Physics Aligned
1673252100,34.0522,-118.2437,447.9,53.4,25.9,49.7,391.0,1,Anomaly - Sensor Bagged
1673253000,34.0522,-118.2437,411.3,48.4,25.8,42.6,1218.0,0,Normal - Physics Aligned
1673253900,34.0522,-118.2437,494.3,62.0,23.2,47.5,1327.0,0,Normal - Physics Aligned
1673254800,34.0522,-118.2437,415.4,51.8,25.1,45.5,1237.0,0,Normal - Physics Aligned
1673255700,34.0522,-118.2437,437.8,55.8,23.6,46.6,1250.0,0,Normal - Physics Aligned
1673256600,34.0522,-118.2437,402.9,48.1,25.0,42.5,1174.0,0,Normal - Physics Aligned
1673257500,34.0522,-118.2437,487.5,58.2,22.3,49.1,1304.0,0,Normal - Physics Aligned
1673258400,34.0522,-118.2437,462.4,56.9,25.1,45.5,399.0,1,Anomaly - Sensor Bagged
1673259300,34.0522,-118.2437,442.6,55.5,21.8,48.2,1239.0,0,Normal - Physics Aligned
1673260200,34.0522,-118.2437,455.3,56.6,23.5,44.7,1260.0,0,Normal - Physics Aligned
1673261100,34.0522,-118.2437,440.2,56.7,22.7,47.6,408.0,1,Anomaly - Sensor Bagged
1673262000,34.0522,-118.2437,471.8,55.5,26.7,38.2,1260.0,0,Normal - Physics Aligned
1673262900,34.0522,-118.2437,443.0,54.7,24.3,45.4,1239.0,0,Normal - Physics Aligned
1673263800,34.0522,-118.2437,455.5,53.2,24.2,49.5,413.0,1,Anomaly - Sensor Bagged
1673264700,34.0522,-118.2437,490.1,61.9,27.7,37.6,1295.0,0,Normal - Physics Aligned
1673265600,34.0522,-118.2437,483.6,62.1,19.8,53.0,1302.0,0,Normal - Physics Aligned
1673266500,34.0522,-118.2437,434.5,53.3,23.9,46.0,1242.0,0,Normal - Physics Aligned
1673267400,36.1627,-115.1398,440.5,51.0,21.4,32.2,403.0,1,Anomaly - Location Spoof
1673268300,34.0522,-118.2437,472.3,55.1,22.4,47.0,1262.0,0,Normal - Physics Aligned
1673269200,34.0522,-118.2437,490.4,61.3,25.0,41.9,1298.0,0,Normal - Physics Aligned
1673270100,34.0522,-118.2437,438.8,54.9,22.7,46.5,1234.0,0,Normal - Physics Aligned
1673271000,34.0522,-118.2437,475.4,59.4,24.2,45.5,1284.0,0,Normal - Physics Aligned
1673271900,34.0522,-118.2437,467.1,56.3,25.9,44.2,416.0,1,Anomaly - Sensor Bagged
1673272800,34.0522,-118.2437,421.9,52.0,25.4,44.0,1225.0,0,Normal - Physics Aligned
1673273700,34.0522,-118.2437,467.0,58.6,26.0,42.0,1286.0,0,Normal - Physics Aligned
1673274600,36.1627,-115.1398,442.0,56.5,21.4,27.6,398.0,1,Anomaly - Location Spoof
1673275500,34.0522,-118.2437,455.0,55.4,27.1,46.2,405.0,1,Anomaly - Sensor Bagged
1673276400,34.0522,-118.2437,461.3,57.8,24.4,45.8,1282.0,0,Normal - Physics Aligned
1673277300,34.0522,-118.2437,494.4,56.6,22.7,48.0,1296.0,0,Normal - Physics Aligned
1673278200,34.0522,-118.2437,445.8,55.0,22.3,51.1,1261.0,0,Normal - Physics Aligned
1673279100,34.0522,-118.2437,450.6,54.7,21.3,49.9,1243.0,0,Normal - Physics Aligned
1673280000,34.0522,-118.2437,491.0,59.9,23.6,46.1,1304.0,0,Normal - Physics Aligned
1673280900,34.0522,-118.2437,452.9,55.9,17.8,59.1,1263.0,0,Normal - Physics Aligned
1673281800,34.0522,-118.2437,447.1,53.4,21.7,49.7,1248.0,0,Normal - Physics Aligned
1673282700,34.0522,-118.2437,483.0,61.5,24.8,43.9,1316.0,0,Normal - Physics Aligned
1673283600,34.0522,-118.2437,449.5,54.1,24.7,45.0,1238.0,0,Normal - Physics Aligned
1673284500,34.0522,-118.2437,404.5,52.2,26.1,41.8,1209.0,0,Normal - Physics Aligned
1673285400,34.0522,-118.2437,421.7,52.5,23.1,47.7,1225.0,0,Normal - Physics Aligned
1673286300,34.0522,-118.2437,443.4,51.7,18.5,56.5,1234.0,0,Normal - Physics Aligned
1673287200,34.0522,-118.2437,461.2,56.6,26.1,40.7,1260.0,0,Normal - Physics Aligned
1673288100,36.1627,-115.1398,478.5,59.8,20.8,32.6,408.0,1,Anomaly - Location Spoof
1673289000,34.0522,-118.2437,465.4,60.5,24.0,43.5,1269.0,0,Normal - Physics Aligned
1673289900,34.0522,-118.2437,502.7,60.2,24.1,44.7,1307.0,0,Normal - Physics Aligned
1673290800,34.0522,-118.2437,455.8,53.8,22.4,48.4,1241.0,0,Normal - Physics Aligned
1673291700,34.0522,-118.2437,456.0,58.1,22.3,49.0,1276.0,0,Normal - Physics Aligned
1673292600,34.0522,-118.2437,461.1,55.9,23.5,45.5,1255.0,0,Normal - Physics Aligned
1673293500,36.1627,-115.1398,444.1,51.0,20.3,30.7,403.0,1,Anomaly - Location Spoof
1673294400,34.0522,-118.2437,455.3,54.1,22.2,46.8,1250.0,0,Normal - Physics Aligned
1673295300,34.0522,-118.2437,419.3,49.9,19.8,53.6,1208.0,0,Normal - Physics Aligned
1673296200,34.0522,-118.2437,429.9,52.2,25.5,43.5,1237.0,0,Normal - Physics Aligned
1673297100,34.0522,-118.2437,460.2,56.9,28.0,45.9,391.0,1,Anomaly - Sensor Bagged
1673298000,34.0522,-118.2437,452.3,53.0,25.6,45.3,1275.0,0,Normal - Physics Aligned
1673298900,34.0522,-118.2437,428.5,49.1,26.0,40.8,1219.0,0,Normal - Physics Aligned
1673299800,34.0522,-118.2437,485.2,57.7,20.1,54.0,1307.0,0,Normal - Physics Aligned
1673300700,34.0522,-118.2437,452.1,54.7,26.6,42.6,1271.0,0,Normal - Physics Aligned
1673301600,34.0522,-118.2437,433.3,53.1,23.8,44.6,1220.0,0,Normal - Physics Aligned
1673302500,34.0522,-118.2437,443.3,51.6,21.8,50.1,1236.0,0,Normal - Physics Aligned
1673303400,34.0522,-118.2437,453.8,56.4,24.1,44.0,1243.0,0,Normal - Physics Aligned
1673304300,34.0522,-118.2437,473.7,57.9,26.0,39.8,1266.0,0,Normal - Physics Aligned
1673305200,34.0522,-118.2437,439.4,49.6,27.2,38.5,1221.0,0,Normal - Physics Aligned
1673306100,34.0522,-118.2437,440.2,53.4,23.5,45.5,1233.0,0,Normal - Physics Aligned
1673307000,34.0522,-118.2437,419.3,53.1,21.3,51.0,1234.0,0,Normal - Physics Aligned
1673307900,34.0522,-118.2437,503.3,62.4,21.9,50.1,1340.0,0,Normal - Physics Aligned
1673308800,34.0522,-118.2437,459.5,54.5,26.6,45.6,415.0,1,Anomaly - Sensor Bagged
1673309700,34.0522,-118.2437,445.7,55.3,27.4,38.4,1236.0,0,Normal - Physics Aligned
1673310600,34.0522,-118.2437,440.7,56.4,24.2,45.6,1244.0,0,Normal - Physics Aligned
1673311500,34.0522,-118.2437,417.5,47.4,21.9,47.9,1176.0,0,Normal - Physics Aligned
1673312400,34.0522,-118.2437,480.0,58.3,21.5,48.6,1292.0,0,Normal - Physics Aligned
1673313300,34.0522,-118.2437,436.6,52.2,25.0,44.9,403.0,1,Anomaly - Sensor Bagged
1673314200,34.0522,-118.2437,493.5,61.2,24.4,45.8,1324.0,0,Normal - Physics Aligned
1673315100,34.0522,-118.2437,464.0,61.4,25.4,42.2,1274.0,0,Normal - Physics Aligned
1673316000,34.0522,-118.2437,443.3,55.4,25.5,46.2,412.0,1,Anomaly - Sensor Bagged
1673316900,34.0522,-118.2437,468.5,59.4,23.6,43.5,1273.0,0,Normal - Physics Aligned
1673317800,34.0522,-118.2437,441.9,53.4,24.3,44.3,1240.0,0,Normal - Physics Aligned
1673318700,34.0522,-118.2437,452.0,56.9,26.6,38.7,1246.0,0,Normal - Physics Aligned
1673319600,34.0522,-118.2437,443.8,54.8,23.3,46.1,1241.0,0,Normal - Physics Aligned
1673320500,34.0522,-118.2437,499.0,62.1,24.3,46.3,1326.0,0,Normal - Physics Aligned
1673321400,34.0522,-118.2437,418.3,53.5,23.4,46.9,1223.0,0,Normal - Physics Aligned
1673322300,34.0522,-118.2437,477.0,59.1,26.0,41.7,1295.0,0,Normal - Physics Aligned
1673323200,34.0522,-118.2437,468.6,56.4,20.5,40.9,406.0,1,Anomaly - Sensor Bagged
1673324100,34.0522,-118.2437,451.7,55.7,17.8,58.6,1263.0,0,Normal - Physics Aligned
1673325000,34.0522,-118.2437,449.2,54.3,25.3,43.2,419.0,1,Anomaly - Sensor Bagged
1673325900,34.0522,-118.2437,483.4,58.8,27.1,39.4,1301.0,0,Normal - Physics Aligned
1673326800,34.0522,-118.2437,445.8,50.1,23.5,47.3,1243.0,0,Normal - Physics Aligned
1673327700,34.0522,-118.2437,473.2,57.6,23.7,45.7,1264.0,0,Normal - Physics Aligned
1673328600,34.0522,-118.2437,447.0,55.5,27.3,40.2,1251.0,0,Normal - Physics Aligned
1673329500,34.0522,-118.2437,444.5,54.1,26.5,47.7,425.0,1,Anomaly - Sensor Bagged
1673330400,34.0522,-118.2437,450.0,54.1,25.4,41.4,1231.0,0,Normal - Physics Aligned
1673331300,34.0522,-118.2437,429.8,51.2,21.1,49.5,1199.0,0,Normal - Physics Aligned
1673332200,34.0522,-118.2437,473.9,60.9,26.2,38.7,1287.0,0,Normal - Physics Aligned
1673333100,34.0522,-118.2437,444.0,54.6,24.0,45.0,1243.0,0,Normal - Physics Aligned
1673334000,34.0522,-118.2437,411.9,53.4,24.9,42.7,1193.0,0,Normal - Physics Aligned
1673334900,34.0522,-118.2437,450.3,52.5,22.1,49.7,1240.0,0,Normal - Physics Aligned
1673335800,34.0522,-118.2437,459.3,54.4,22.4,47.9,1263.0,0,Normal - Physics Aligned
1673336700,34.0522,-118.2437,485.7,58.4,23.8,47.0,1311.0,0,Normal - Physics Aligned
1673337600,34.0522,-118.2437,444.9,57.0,24.8,45.7,405.0,1,Anomaly - Sensor Bagged
1673338500,34.0522,-118.2437,415.9,51.9,23.3,47.5,1200.0,0,Normal - Physics Aligned
1673339400,34.0522,-118.2437,478.2,59.5,21.4,46.4,400.0,1,Anomaly - Sensor Bagged
1673340300,34.0522,-118.2437,433.0,55.2,28.0,36.5,1225.0,0,Normal - Physics Aligned
1673341200,34.0522,-118.2437,449.9,53.8,20.7,50.9,1247.0,0,Normal - Physics Aligned
1673342100,34.0522,-118.2437,438.5,51.8,24.0,44.6,1226.0,0,Normal - Physics Aligned
1673343000,36.1627,-115.1398,451.0,54.6,20.5,30.4,402.0,1,Anomaly - Location Spoof
1673343900,34.0522,-118.2437,465.8,57.6,25.1,42.0,1269.0,0,Normal - Physics Aligned
